Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Wilone O'Kielt,Australia,Fruit & Nut Bars,2024-06-15,472.27,101,4.675940594059406,2024,6
Dennison Crosswaite,UK,Peanut Butter Cubes,2024-02-07,9771.87,158,61.847278481012665,2024,2
Karlen McCaffrey,Australia,Almond Choco,2024-07-08,8130.06,140,58.07185714285715,2024,7
Dennison Crosswaite,India,Milk Bars,2024-04-21,1624.06,96,16.917291666666667,2024,4
Ches Bonnell,UK,Mint Chip Choco,2024-04-08,2984.4,214,13.945794392523364,2024,4
Husein Augar,Australia,50% Dark Bites,2024-08-19,15593.5,56,278.45535714285717,2024,8
Jan Morforth,India,Fruit & Nut Bars,2024-05-04,3387.76,60,56.46266666666667,2024,5
Mallorie Waber,USA,85% Dark Bars,2024-05-11,2847.18,115,24.758086956521737,2024,5
Mallorie Waber,USA,Eclairs,2024-03-22,7511.77,49,153.30142857142857,2024,3
Dennison Crosswaite,Canada,Spicy Special Slims,2024-08-10,2711.58,216,12.553611111111111,2024,8
Dennison Crosswaite,USA,Fruit & Nut Bars,2024-05-04,1673.44,314,5.329426751592357,2024,5
Kelci Walkden,USA,99% Dark & Pure,2024-08-18,8853.16,261,33.92015325670498,2024,8
Dotty Strutley,Canada,Raspberry Choco,2024-08-03,4722.39,258,18.303837209302326,2024,8
Marney O'Breen,New Zealand,Milk Bars,2024-01-14,8408.12,318,26.440628930817613,2024,1
Madelene Upcott,Australia,Choco Coated Almonds,2024-04-08,2442.36,78,31.312307692307694,2024,4
Kelci Walkden,UK,Orange Choco,2024-08-01,4010.08,3,1336.6933333333334,2024,8
Dennison Crosswaite,Canada,Eclairs,2024-03-15,492.21,45,10.937999999999999,2024,3
Karlen McCaffrey,India,Mint Chip Choco,2024-07-15,11650.88,192,60.681666666666665,2024,7
Barr Faughny,New Zealand,Almond Choco,2024-01-13,6426.04,132,48.68212121212121,2024,1
Mallorie Waber,Australia,85% Dark Bars,2024-08-26,2665.28,54,49.35703703703704,2024,8
Ches Bonnell,Canada,Eclairs,2024-01-10,2048.58,170,12.050470588235294,2024,1
Gigi Bohling,Australia,White Choc,2024-05-11,6267.19,83,75.50831325301205,2024,5
Beverie Moffet,New Zealand,85% Dark Bars,2024-08-30,12886.26,21,613.6314285714286,2024,8
Kaine Padly,USA,Caramel Stuffed Bars,2024-07-21,6143.64,117,52.50974358974359,2024,7
Mallorie Waber,Australia,Almond Choco,2024-08-01,8273.83,130,63.64484615384615,2024,8
Brien Boise,Canada,85% Dark Bars,2024-02-17,12163.59,264,46.07420454545455,2024,2
Brien Boise,Australia,Drinking Coco,2024-07-27,7192.41,159,45.235283018867925,2024,7
Dotty Strutley,USA,Orange Choco,2024-02-23,1452.94,112,12.972678571428572,2024,2
Rafaelita Blaksland,Australia,50% Dark Bites,2024-03-22,3375.83,41,82.33731707317072,2024,3
Dennison Crosswaite,India,99% Dark & Pure,2024-06-23,8328.8,327,25.470336391437307,2024,6
Curtice Advani,UK,White Choc,2024-02-01,1634.54,70,23.350571428571428,2024,2
Kelci Walkden,Australia,After Nines,2024-03-02,8265.41,298,27.736275167785234,2024,3
Gigi Bohling,UK,Fruit & Nut Bars,2024-04-06,1448.1,92,15.740217391304347,2024,4
Gunar Cockshoot,Australia,Raspberry Choco,2024-03-17,709.53,77,9.214675324675325,2024,3
Curtice Advani,UK,Fruit & Nut Bars,2024-06-24,12197.19,135,90.34955555555555,2024,6
Barr Faughny,Canada,50% Dark Bites,2024-07-19,10917.59,302,36.15096026490066,2024,7
Curtice Advani,USA,Spicy Special Slims,2024-07-11,1679.89,287,5.853275261324042,2024,7
Brien Boise,India,Almond Choco,2024-01-13,2303.17,225,10.236311111111112,2024,1
Oby Sorrel,New Zealand,Smooth Sliky Salty,2024-07-07,9261.26,65,142.4809230769231,2024,7
Jan Morforth,India,85% Dark Bars,2024-05-25,5252.8,415,12.657349397590362,2024,5
Marney O'Breen,India,Fruit & Nut Bars,2024-04-13,5385.55,161,33.45062111801242,2024,4
Andria Kimpton,New Zealand,50% Dark Bites,2024-03-02,3741.19,222,16.852207207207208,2024,3
Gunar Cockshoot,Canada,Raspberry Choco,2024-06-23,2223.49,127,17.50779527559055,2024,6
Kelci Walkden,USA,Drinking Coco,2024-07-26,7720.37,156,49.48955128205128,2024,7
Van Tuxwell,Canada,White Choc,2024-03-22,468.09,3,156.03,2024,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2024-06-09,3083.39,55,56.06163636363636,2024,6
Van Tuxwell,Australia,Caramel Stuffed Bars,2024-05-17,6898.94,58,118.94724137931034,2024,5
Ches Bonnell,New Zealand,Peanut Butter Cubes,2024-03-04,1036.05,291,3.5603092783505152,2024,3
Kelci Walkden,Canada,Milk Bars,2024-07-07,17518.04,28,625.6442857142857,2024,7
Dennison Crosswaite,Canada,Choco Coated Almonds,2024-01-13,11691.86,128,91.34265625,2024,1
Curtice Advani,Australia,Almond Choco,2024-07-13,3136.53,74,42.385540540540546,2024,7
Madelene Upcott,Australia,85% Dark Bars,2024-06-16,1677.71,325,5.162184615384615,2024,6
Gigi Bohling,UK,50% Dark Bites,2024-07-18,8937.37,66,135.414696969697,2024,7
Ches Bonnell,UK,Manuka Honey Choco,2024-05-30,4761.38,406,11.727536945812808,2024,5
Gigi Bohling,UK,70% Dark Bites,2024-06-21,942.02,84,11.21452380952381,2024,6
Jehu Rudeforth,Australia,Peanut Butter Cubes,2024-06-24,6623.03,39,169.82128205128205,2024,6
Marney O'Breen,India,Eclairs,2024-01-13,4067.36,94,43.26978723404255,2024,1
Curtice Advani,Canada,Fruit & Nut Bars,2024-04-04,4712.55,211,22.33436018957346,2024,4
Kaine Padly,UK,Smooth Sliky Salty,2024-06-08,9571.3,594,16.113299663299664,2024,6
Karlen McCaffrey,Canada,Spicy Special Slims,2024-08-02,6779.99,46,147.39108695652175,2024,8
Kelci Walkden,USA,Organic Choco Syrup,2024-07-21,10772.46,150,71.81639999999999,2024,7
Curtice Advani,India,Spicy Special Slims,2024-06-20,189.34,140,1.3524285714285715,2024,6
Roddy Speechley,India,After Nines,2024-06-22,3015.47,115,26.221478260869564,2024,6
Camilla Castle,Australia,Caramel Stuffed Bars,2024-05-02,3538.27,16,221.141875,2024,5
Curtice Advani,Australia,99% Dark & Pure,2024-01-07,5196.97,87,59.73528735632184,2024,1
Mallorie Waber,UK,50% Dark Bites,2024-02-21,6654.14,102,65.23666666666666,2024,2
Ches Bonnell,Canada,Baker's Choco Chips,2024-03-21,8639.19,402,21.490522388059702,2024,3
Van Tuxwell,UK,Drinking Coco,2024-04-04,6397.05,136,47.03713235294118,2024,4
Gunar Cockshoot,Canada,Fruit & Nut Bars,2024-03-24,14596.37,196,74.47127551020408,2024,3
Gunar Cockshoot,New Zealand,Spicy Special Slims,2024-06-28,7712.91,192,40.17140625,2024,6
Gunar Cockshoot,Australia,Drinking Coco,2024-01-14,2456.77,188,13.067925531914893,2024,1
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2024-02-07,1435.27,138,10.400507246376812,2024,2
Dennison Crosswaite,New Zealand,Drinking Coco,2024-01-11,4324.48,202,21.408316831683166,2024,1
Jehu Rudeforth,India,99% Dark & Pure,2024-02-25,2207.76,247,8.938299595141702,2024,2
Dotty Strutley,Australia,Mint Chip Choco,2024-08-01,7571.51,26,291.2119230769231,2024,8
Roddy Speechley,Australia,Mint Chip Choco,2024-05-05,7189.76,262,27.441832061068702,2024,5
Madelene Upcott,New Zealand,Raspberry Choco,2024-05-18,10858.21,451,24.075853658536584,2024,5
Dotty Strutley,New Zealand,Choco Coated Almonds,2024-01-04,6524.65,369,17.681978319783198,2024,1
Roddy Speechley,New Zealand,50% Dark Bites,2024-05-09,4624.45,212,21.813443396226415,2024,5
Rafaelita Blaksland,India,Smooth Sliky Salty,2024-05-06,1961.82,80,24.52275,2024,5
Husein Augar,UK,White Choc,2024-01-13,12782.63,158,80.90272151898733,2024,1
Roddy Speechley,Australia,Almond Choco,2024-06-24,4928.3,71,69.41267605633803,2024,6
Van Tuxwell,USA,Caramel Stuffed Bars,2024-02-14,1115.84,22,50.72,2024,2
Camilla Castle,Australia,99% Dark & Pure,2024-01-18,5346.62,109,49.05155963302752,2024,1
Kaine Padly,India,Milk Bars,2024-05-02,3168.11,93,34.06569892473119,2024,5
Ches Bonnell,Australia,Smooth Sliky Salty,2024-05-16,9007.92,52,173.22923076923078,2024,5
Mallorie Waber,USA,Almond Choco,2024-01-28,7400.07,383,19.321331592689294,2024,1
Kaine Padly,Canada,99% Dark & Pure,2024-06-24,1420.22,422,3.365450236966825,2024,6
Oby Sorrel,UK,After Nines,2024-07-18,2555.95,109,23.449082568807338,2024,7
Gunar Cockshoot,UK,Eclairs,2024-04-13,4059.65,175,23.198,2024,4
Dotty Strutley,USA,Caramel Stuffed Bars,2024-04-15,18581.37,83,223.87192771084335,2024,4
Jan Morforth,India,Peanut Butter Cubes,2024-01-04,8813.58,182,48.426263736263735,2024,1
Husein Augar,Australia,Eclairs,2024-07-04,7914.74,31,255.3141935483871,2024,7
Beverie Moffet,USA,Smooth Sliky Salty,2024-03-24,2787.72,342,8.151228070175438,2024,3
Camilla Castle,Australia,Manuka Honey Choco,2024-03-17,681.71,170,4.010058823529412,2024,3
Oby Sorrel,Australia,Almond Choco,2024-02-15,6827.53,241,28.33,2024,2
Jan Morforth,USA,Orange Choco,2024-06-29,1082.0,158,6.848101265822785,2024,6
Gigi Bohling,USA,Fruit & Nut Bars,2024-05-24,2966.98,121,24.520495867768595,2024,5
Mallorie Waber,UK,Milk Bars,2024-01-10,3951.74,287,13.769128919860627,2024,1
Curtice Advani,USA,Raspberry Choco,2024-03-15,3151.23,144,21.883541666666666,2024,3
Marney O'Breen,Canada,Milk Bars,2024-02-08,2672.67,317,8.431135646687697,2024,2
Brien Boise,India,Caramel Stuffed Bars,2024-02-25,1742.37,106,16.43745283018868,2024,2
Gunar Cockshoot,USA,Eclairs,2024-05-03,7301.31,42,173.84071428571428,2024,5
Roddy Speechley,USA,Fruit & Nut Bars,2024-06-14,6322.14,26,243.1592307692308,2024,6
Gunar Cockshoot,India,50% Dark Bites,2024-08-09,13731.44,82,167.45658536585367,2024,8
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-07-11,4051.88,253,16.015335968379446,2024,7
Kaine Padly,UK,Manuka Honey Choco,2024-01-14,8474.69,115,73.69295652173913,2024,1
Van Tuxwell,Canada,Manuka Honey Choco,2024-02-24,9426.56,49,192.37877551020406,2024,2
Wilone O'Kielt,New Zealand,Almond Choco,2024-03-15,9770.28,154,63.44337662337663,2024,3
Oby Sorrel,New Zealand,Baker's Choco Chips,2024-04-25,14234.61,45,316.3246666666667,2024,4
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-05-10,6885.01,40,172.12525,2024,5
Marney O'Breen,Australia,Spicy Special Slims,2024-06-23,14687.62,293,50.128395904436864,2024,6
Beverie Moffet,Canada,Smooth Sliky Salty,2024-02-28,16585.43,388,42.745953608247426,2024,2
Brien Boise,USA,Organic Choco Syrup,2024-05-25,17415.67,148,117.67344594594593,2024,5
Roddy Speechley,New Zealand,Baker's Choco Chips,2024-02-22,5954.47,236,25.230805084745764,2024,2
Van Tuxwell,UK,85% Dark Bars,2024-07-11,4179.91,140,29.8565,2024,7
Marney O'Breen,Canada,Spicy Special Slims,2024-01-03,3939.95,365,10.794383561643835,2024,1
Rafaelita Blaksland,New Zealand,70% Dark Bites,2024-08-24,791.19,280,2.8256785714285715,2024,8
Beverie Moffet,USA,50% Dark Bites,2024-07-28,2941.65,360,8.17125,2024,7
Brien Boise,USA,Mint Chip Choco,2024-05-25,12476.68,162,77.01654320987655,2024,5
Karlen McCaffrey,New Zealand,Eclairs,2024-05-06,2817.14,191,14.749424083769632,2024,5
Barr Faughny,India,Drinking Coco,2024-01-28,2411.52,144,16.746666666666666,2024,1
Marney O'Breen,UK,Orange Choco,2024-06-06,13072.74,11,1188.4309090909092,2024,6
Brien Boise,New Zealand,Baker's Choco Chips,2024-07-12,6790.41,26,261.1696153846154,2024,7
Ches Bonnell,Canada,Spicy Special Slims,2024-08-05,6092.47,201,30.310796019900497,2024,8
Brien Boise,USA,Orange Choco,2024-01-28,7185.5,152,47.27302631578947,2024,1
Kaine Padly,India,Spicy Special Slims,2024-08-31,6170.8,138,44.71594202898551,2024,8
Mallorie Waber,USA,50% Dark Bites,2024-04-19,1945.05,14,138.93214285714285,2024,4
Mallorie Waber,UK,Mint Chip Choco,2024-06-29,6767.42,2,3383.71,2024,6
Beverie Moffet,India,Choco Coated Almonds,2024-02-24,3911.69,254,15.400354330708662,2024,2
Madelene Upcott,UK,Smooth Sliky Salty,2024-03-04,16733.76,88,190.1563636363636,2024,3
Gigi Bohling,India,Eclairs,2024-06-21,3916.92,74,52.93135135135135,2024,6
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,1082.69,106,10.214056603773585,2024,1
Oby Sorrel,New Zealand,White Choc,2024-06-10,4822.33,42,114.81738095238094,2024,6
Andria Kimpton,UK,Drinking Coco,2024-05-23,1827.45,66,27.688636363636363,2024,5
Kelci Walkden,India,Milk Bars,2024-04-15,1142.41,111,10.291981981981984,2024,4
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,6290.89,232,27.115905172413793,2024,1
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-03-04,5616.01,43,130.60488372093025,2024,3
Barr Faughny,New Zealand,After Nines,2024-04-19,11250.69,91,123.63395604395605,2024,4
Beverie Moffet,UK,Almond Choco,2024-05-16,2799.42,104,26.9175,2024,5
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,1157.88,114,10.15684210526316,2024,2
Dennison Crosswaite,USA,Raspberry Choco,2024-01-18,7049.32,273,25.82168498168498,2024,1
Roddy Speechley,Canada,Orange Choco,2024-02-09,9460.5,84,112.625,2024,2
Mallorie Waber,Canada,Orange Choco,2024-03-23,4173.73,175,23.849885714285712,2024,3
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-02-01,4005.08,150,26.700533333333333,2024,2
Mallorie Waber,India,Drinking Coco,2024-03-07,4650.58,143,32.52153846153846,2024,3
Ches Bonnell,UK,White Choc,2024-01-03,3814.56,220,17.33890909090909,2024,1
Ches Bonnell,USA,White Choc,2024-02-11,6321.35,325,19.450307692307693,2024,2
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,5245.53,144,36.42729166666666,2024,3
Dotty Strutley,India,White Choc,2024-08-15,12998.67,317,41.00526813880126,2024,8
Gigi Bohling,India,Manuka Honey Choco,2024-05-12,5932.12,79,75.09012658227849,2024,5
Van Tuxwell,India,Spicy Special Slims,2024-04-11,6811.55,4,1702.8875,2024,4
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,21381.14,311,68.7496463022508,2024,6
Dotty Strutley,New Zealand,White Choc,2024-06-15,8423.36,63,133.704126984127,2024,6
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-08-01,7951.43,109,72.94889908256881,2024,8
Kaine Padly,USA,Milk Bars,2024-06-15,18389.1,62,296.59838709677416,2024,6
Brien Boise,India,After Nines,2024-06-16,6555.46,45,145.6768888888889,2024,6
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,5129.71,270,18.998925925925928,2024,5
Dennison Crosswaite,USA,Drinking Coco,2024-05-10,2399.02,149,16.100805369127517,2024,5
Oby Sorrel,India,Eclairs,2024-08-25,6096.53,344,17.722470930232557,2024,8
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,8134.67,83,98.00807228915663,2024,7
Gigi Bohling,UK,Baker's Choco Chips,2024-05-16,9969.65,449,22.204120267260578,2024,5
Jan Morforth,Australia,50% Dark Bites,2024-06-14,3894.16,173,22.509595375722544,2024,6
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,11533.35,491,23.48951120162933,2024,1
Ches Bonnell,USA,Organic Choco Syrup,2024-07-28,8754.31,14,625.3078571428571,2024,7
Brien Boise,Canada,Mint Chip Choco,2024-01-28,5475.65,194,28.224999999999998,2024,1
Kaine Padly,UK,Orange Choco,2024-06-29,2252.94,196,11.494591836734694,2024,6
Karlen McCaffrey,Australia,70% Dark Bites,2024-06-24,278.78,332,0.8396987951807228,2024,6
Gunar Cockshoot,Canada,Mint Chip Choco,2024-07-01,8936.91,442,20.21925339366516,2024,7
Roddy Speechley,USA,Peanut Butter Cubes,2024-02-25,2010.22,144,13.959861111111111,2024,2
Curtice Advani,Canada,Smooth Sliky Salty,2024-08-01,2901.91,12,241.82583333333332,2024,8
Oby Sorrel,Australia,Milk Bars,2024-06-21,9231.31,278,33.20615107913669,2024,6
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,12744.67,26,490.1796153846154,2024,1
Gigi Bohling,UK,Milk Bars,2024-05-17,1436.97,248,5.794233870967742,2024,5
Andria Kimpton,Australia,85% Dark Bars,2024-08-23,4900.32,254,19.29259842519685,2024,8
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,8263.11,129,64.05511627906978,2024,3
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,10139.68,552,18.36898550724638,2024,5
Karlen McCaffrey,USA,Drinking Coco,2024-06-29,132.68,243,0.5460082304526749,2024,6
Andria Kimpton,Canada,Organic Choco Syrup,2024-01-04,9479.63,217,43.684930875576036,2024,1
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,3114.84,65,47.92061538461539,2024,1
Karlen McCaffrey,USA,Mint Chip Choco,2024-02-15,17866.48,58,308.04275862068965,2024,2
Curtice Advani,New Zealand,Spicy Special Slims,2024-01-10,4651.03,494,9.415040485829959,2024,1
Madelene Upcott,USA,White Choc,2024-05-04,14360.42,218,65.87348623853211,2024,5
Andria Kimpton,USA,Spicy Special Slims,2024-05-23,2595.52,5,519.104,2024,5
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,1853.03,153,12.111307189542483,2024,4
Oby Sorrel,Canada,Organic Choco Syrup,2024-07-05,1392.99,70,19.899857142857144,2024,7
Madelene Upcott,UK,Organic Choco Syrup,2024-07-21,7943.17,174,45.65040229885057,2024,7
Dotty Strutley,USA,Mint Chip Choco,2024-02-21,5552.79,272,20.41466911764706,2024,2
Kelci Walkden,USA,Orange Choco,2024-02-03,1539.14,143,10.763216783216784,2024,2
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-07-08,9117.77,154,59.20629870129871,2024,7
Mallorie Waber,India,50% Dark Bites,2024-05-31,631.02,140,4.507285714285715,2024,5
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,4486.37,104,43.138173076923074,2024,6
Van Tuxwell,India,50% Dark Bites,2024-05-13,5591.29,132,42.35825757575758,2024,5
Van Tuxwell,USA,Manuka Honey Choco,2024-05-31,2662.54,102,26.10333333333333,2024,5
Wilone O'Kielt,USA,Orange Choco,2024-02-28,7481.93,38,196.89289473684212,2024,2
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31,239.30354838709678,2024,3
Gigi Bohling,USA,After Nines,2024-01-14,1969.06,235,8.378978723404256,2024,1
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159,45.2688679245283,2024,2
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,11719.06,87,134.70183908045976,2024,8
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63,43.73238095238095,2024,5
Husein Augar,USA,White Choc,2024-07-13,2438.56,61,39.97639344262295,2024,7
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144,53.20736111111111,2024,4
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23,212.44130434782608,2024,6
Curtice Advani,UK,50% Dark Bites,2024-03-08,3572.26,156,22.899102564102567,2024,3
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,6937.75,94,73.80585106382979,2024,3
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221,8.78393665158371,2024,6
Gigi Bohling,UK,Drinking Coco,2024-06-30,6173.15,46,134.19891304347826,2024,6
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116,26.77112068965517,2024,7
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,3691.6,154,23.97142857142857,2024,8
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324,12.193364197530865,2024,7
Barr Faughny,USA,85% Dark Bars,2024-08-25,13497.17,49,275.45244897959185,2024,8
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241,18.21257261410788,2024,1
Jan Morforth,Australia,70% Dark Bites,2024-03-04,6310.98,366,17.24311475409836,2024,3
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,9693.37,4,2423.3425,2024,8
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,2348.2,266,8.82781954887218,2024,4
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,2518.5,24,104.9375,2024,3
Camilla Castle,USA,Raspberry Choco,2024-05-20,3516.72,17,206.86588235294116,2024,5
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44,381.9856818181818,2024,6
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70,24.80842857142857,2024,4
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168,47.02446428571428,2024,7
Madelene Upcott,India,Mint Chip Choco,2024-08-24,4016.89,71,56.57591549295775,2024,8
Jehu Rudeforth,India,Eclairs,2024-02-24,9642.62,140,68.87585714285714,2024,2
Karlen McCaffrey,Canada,Raspberry Choco,2024-05-09,773.7,217,3.5654377880184334,2024,5
Kaine Padly,Australia,70% Dark Bites,2024-02-08,7852.03,240,32.716791666666666,2024,2
Roddy Speechley,UK,70% Dark Bites,2024-03-24,1649.57,293,5.629931740614334,2024,3
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,9333.45,78,119.65961538461539,2024,6
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,1540.11,117,13.163333333333332,2024,3
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,7840.94,82,95.62121951219511,2024,6
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,17102.97,267,64.05606741573034,2024,2
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,11496.42,49,234.62081632653062,2024,1
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,3072.89,166,18.511385542168675,2024,5
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7,2141.5414285714287,2024,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,3170.18,49,64.69755102040816,2024,8
Karlen McCaffrey,Australia,After Nines,2024-08-11,2528.14,67,37.73343283582089,2024,8
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,8551.6,208,41.11346153846154,2024,1
Gunar Cockshoot,Australia,50% Dark Bites,2024-03-02,13072.95,119,109.85672268907564,2024,3
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,11987.26,41,292.3721951219512,2024,7
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,18385.44,116,158.49517241379309,2024,3
Beverie Moffet,USA,85% Dark Bars,2024-08-23,14028.4,344,40.78023255813953,2024,8
Roddy Speechley,USA,Eclairs,2024-04-25,4812.71,169,28.47757396449704,2024,4
Dennison Crosswaite,UK,Milk Bars,2024-03-07,11963.91,446,26.824910313901345,2024,3
Wilone O'Kielt,UK,Organic Choco Syrup,2024-07-12,5574.83,52,107.20826923076923,2024,7
Madelene Upcott,USA,Orange Choco,2024-05-16,9205.15,144,63.92465277777777,2024,5
Gunar Cockshoot,India,Smooth Sliky Salty,2024-03-02,4133.74,69,59.90927536231884,2024,3
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,1312.23,164,8.00140243902439,2024,5
Marney O'Breen,UK,Manuka Honey Choco,2024-06-10,11735.75,185,63.43648648648649,2024,6
Brien Boise,USA,99% Dark & Pure,2024-07-25,7650.76,358,21.370837988826818,2024,7
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,4994.93,98,50.96867346938776,2024,6
Dennison Crosswaite,USA,Milk Bars,2024-05-12,890.78,62,14.36741935483871,2024,5
Gunar Cockshoot,USA,Drinking Coco,2024-05-09,4142.16,5,828.432,2024,5
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,7308.24,178,41.05752808988764,2024,8
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,6833.86,115,59.424869565217385,2024,4
Andria Kimpton,USA,Caramel Stuffed Bars,2024-05-02,8878.27,47,188.89936170212766,2024,5
Dotty Strutley,USA,99% Dark & Pure,2024-08-09,4134.93,307,13.46882736156352,2024,8
Camilla Castle,Australia,Raspberry Choco,2024-08-23,6641.89,188,35.32920212765958,2024,8
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,7117.3,174,40.90402298850575,2024,5
Karlen McCaffrey,USA,Manuka Honey Choco,2024-02-01,11815.59,68,173.75867647058823,2024,2
Camilla Castle,USA,50% Dark Bites,2024-06-23,6962.79,303,22.97950495049505,2024,6
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,11786.42,147,80.17972789115646,2024,5
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,1200.19,224,5.357991071428572,2024,4
Camilla Castle,Canada,70% Dark Bites,2024-07-27,10791.08,166,65.00650602409638,2024,7
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,26170.95,224,116.83459821428572,2024,1
Jan Morforth,India,Choco Coated Almonds,2024-08-12,2987.81,136,21.969191176470588,2024,8
Gigi Bohling,Canada,Almond Choco,2024-02-01,11705.99,47,249.0636170212766,2024,2
Rafaelita Blaksland,India,After Nines,2024-03-02,5256.03,201,26.149402985074627,2024,3
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,3794.1,36,105.39166666666667,2024,6
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,9655.3,97,99.53917525773196,2024,1
Brien Boise,USA,Milk Bars,2024-07-07,16001.54,133,120.31233082706767,2024,7
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,1386.1,104,13.327884615384615,2024,1
Beverie Moffet,UK,99% Dark & Pure,2024-08-10,3821.76,122,31.325901639344263,2024,8
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,15722.43,351,44.79324786324786,2024,8
Brien Boise,New Zealand,White Choc,2024-06-15,6287.25,340,18.491911764705883,2024,6
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,9831.97,9,1092.441111111111,2024,1
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,90.36,73,1.2378082191780821,2024,4
Mallorie Waber,Canada,White Choc,2024-03-03,3799.5,71,53.514084507042256,2024,3
Kaine Padly,Australia,Almond Choco,2024-02-22,4674.2,422,11.076303317535544,2024,2
Oby Sorrel,USA,Smooth Sliky Salty,2024-03-04,4011.83,169,23.73863905325444,2024,3
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9,381.09444444444443,2024,7
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,4920.68,380,12.949157894736842,2024,6
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,10049.72,118,85.16711864406778,2024,8
Oby Sorrel,USA,Baker's Choco Chips,2024-08-12,8485.1,120,70.70916666666668,2024,8
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,6030.31,351,17.180370370370373,2024,1
Kelci Walkden,Australia,Orange Choco,2024-04-29,13331.77,443,30.09428893905192,2024,4
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,15245.95,233,65.43326180257512,2024,4
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,11618.55,133,87.35751879699248,2024,1
